step,trainable,epoch,train_loss,train_acc,timestamp,timestamp_fmt,duration,duration_fmt,dur_total_core,dur_train_core,dur_dl_train,val_loss,val_acc
1,2052,1,1.1115219967705863,0.5428571428571428,1749098166.837399,2025/06/05 13:36:06,0.879716157913208,879.7ms,0.07463502883911133,0.07465291023254395,0.050789833068847656,,
2,2052,2,0.7032273196038745,0.7773809523809524,1749098167.3623478,2025/06/05 13:36:07,1.4046649932861328,1.4s,0.12194609642028809,0.11150574684143066,0.17889404296875,0.6208626574940151,0.8194444444444444
3,2052,3,0.5532295482499259,0.8297619047619048,1749098168.1156733,2025/06/05 13:36:08,2.1579904556274414,2.2s,0.15569257736206055,0.14527106285095215,0.28479504585266113,,
4,2052,4,0.4896864822932652,0.8488095238095238,1749098168.8335183,2025/06/05 13:36:08,2.875835418701172,2.9s,0.24962568283081055,0.20752835273742676,0.3394200801849365,0.5377482877837287,0.8194444444444444
5,2052,5,0.5047543766952697,0.825,1749098169.6225529,2025/06/05 13:36:09,3.664870023727417,3.7s,0.2821815013885498,0.24010252952575684,0.42700791358947754,,
6,2052,6,0.4640581216130938,0.8452380952380952,1749098170.1463346,2025/06/05 13:36:10,4.18865180015564,4.2s,0.3291797637939453,0.27580833435058594,0.5576763153076172,0.5170165247387356,0.8333333333333334
7,2052,7,0.4164648217814309,0.8654761904761905,1749098171.1326323,2025/06/05 13:36:11,5.174949407577515,5.2s,0.3860511779785156,0.3327023983001709,0.6657068729400635,,
8,2052,8,0.4220263512361617,0.85,1749098171.6081486,2025/06/05 13:36:11,5.650465726852417,5.7s,0.42960166931152344,0.36458301544189453,0.7678072452545166,0.49001946714189315,0.8527777777777777
9,2052,9,0.40769222918010894,0.861904761904762,1749098172.5110815,2025/06/05 13:36:12,6.553398609161377,6.6s,0.5083780288696289,0.44338130950927734,0.8265056610107422,,
10,2052,10,0.4053048332532247,0.8654761904761905,1749098173.2271788,2025/06/05 13:36:13,7.269495964050293,7.3s,0.6168479919433594,0.5330750942230225,0.8920154571533203,0.4861473249064551,0.8416666666666667
11,2052,11,0.4070762656983875,0.861904761904762,1749098173.985763,2025/06/05 13:36:13,8.028080224990845,8.0s,0.6499767303466797,0.5662202835083008,0.98606276512146,,
12,2052,12,0.39321173145657495,0.8535714285714285,1749098174.4848495,2025/06/05 13:36:14,8.527166604995728,8.5s,0.697676420211792,0.6024954319000244,1.0930163860321045,0.4559821817609999,0.85
13,2052,13,0.39541409867150445,0.8535714285714285,1749098175.416474,2025/06/05 13:36:15,9.458791255950928,9.5s,0.7488672733306885,0.6537034511566162,1.2053842544555664,,
14,2052,14,0.3900731201682772,0.8654761904761905,1749098175.9292064,2025/06/05 13:36:15,9.971523523330688,10.0s,0.7975447177886963,0.6867403984069824,1.3188989162445068,0.46038600736194185,0.8472222222222222
15,2052,15,0.37140685603732154,0.8761904761904762,1749098176.8707538,2025/06/05 13:36:16,10.913070917129517,10.9s,0.871685266494751,0.7609007358551025,1.3716301918029785,,
16,2052,16,0.395280369974318,0.8535714285714285,1749098177.476768,2025/06/05 13:36:17,11.519085168838501,11.5s,0.9462306499481201,0.8251194953918457,1.4223997592926025,0.45407314432991874,0.8555555555555555
17,2052,17,0.38628786915824526,0.8678571428571429,1749098178.252041,2025/06/05 13:36:18,12.294358253479004,12.3s,0.9805550575256348,0.8594639301300049,1.5371086597442627,,
18,2052,18,0.3446894327799479,0.8702380952380953,1749098178.9263449,2025/06/05 13:36:18,12.968662023544312,13.0s,1.060173511505127,0.9180490970611572,1.673858404159546,0.4448697467645009,0.8527777777777777
19,2052,19,0.3780538008326576,0.8678571428571429,1749098179.7541094,2025/06/05 13:36:19,13.79642653465271,13.8s,1.0930404663085938,0.9509327411651611,1.7836177349090576,,
20,2052,20,0.32938681840896605,0.8773809523809524,1749098180.2406313,2025/06/05 13:36:20,14.28294849395752,14.3s,1.1391148567199707,0.9863135814666748,1.8853156566619873,0.45364188684357537,0.8416666666666667
21,11178564,21,0.40181755224863686,0.8547619047619047,1749098181.8300722,2025/06/05 13:36:21,15.872389316558838,15.9s,1.3236193656921387,1.1708431243896484,1.9652042388916016,,
22,11178564,22,0.3218788884934925,0.8857142857142857,1749098183.0081272,2025/06/05 13:36:23,17.05044436454773,17.1s,1.5132699012756348,1.3422985076904297,2.016934633255005,0.44998612337642246,0.8472222222222222
23,11178564,23,0.2597419931775048,0.9107142857142857,1749098184.5247154,2025/06/05 13:36:24,18.5670325756073,18.6s,1.6992132663726807,1.5282654762268066,2.066969394683838,,
24,11178564,24,0.27906642300742013,0.8928571428571429,1749098185.717359,2025/06/05 13:36:25,19.759676218032837,19.8s,1.8959453105926514,1.7093133926391602,2.1183412075042725,0.39774144755469426,0.8638888888888889
25,11178564,25,0.24456856193996612,0.9154761904761904,1749098186.8564317,2025/06/05 13:36:26,20.898748874664307,20.9s,1.9993836879730225,1.8127739429473877,2.173452377319336,,
26,11178564,26,0.26407317575954253,0.9095238095238095,1749098187.670527,2025/06/05 13:36:27,21.712844133377075,21.7s,2.1155736446380615,1.917008638381958,2.2270243167877197,0.3659020801385244,0.8777777777777778
27,11178564,27,0.19146273136138917,0.9285714285714286,1749098188.8083165,2025/06/05 13:36:28,22.85063362121582,22.9s,2.2257885932922363,2.0272469520568848,2.280059576034546,,
28,11178564,28,0.18658255906332108,0.930952380952381,1749098189.6554406,2025/06/05 13:36:29,23.697757720947266,23.7s,2.347372055053711,2.1359598636627197,2.3359968662261963,0.37446669075224137,0.8555555555555555
29,11178564,29,0.16181005906491053,0.9416666666666667,1749098190.7654862,2025/06/05 13:36:30,24.80780339241028,24.8s,2.463085889816284,2.2516980171203613,2.388815402984619,,
30,11178564,30,0.12774413369950793,0.9547619047619048,1749098191.577138,2025/06/05 13:36:31,25.619455099105835,25.6s,2.581418037414551,2.358602285385132,2.4415977001190186,0.34536563555399574,0.8972222222222223
31,11178564,31,0.13323942451249984,0.9535714285714286,1749098193.0210514,2025/06/05 13:36:33,27.063368558883667,27.1s,2.7513206005096436,2.528529644012451,2.4967613220214844,,
32,11178564,32,0.12473435873786608,0.9547619047619048,1749098194.269277,2025/06/05 13:36:34,28.311594247817993,28.3s,2.957212448120117,2.72402024269104,2.5489792823791504,0.2955961545308431,0.9055555555555556
33,11178564,33,0.09110192017895835,0.9726190476190476,1749098195.6005173,2025/06/05 13:36:35,29.642834424972534,29.6s,3.1107146739959717,2.877591848373413,2.6019036769866943,,
34,11178564,34,0.09914053011508216,0.975,1749098196.934446,2025/06/05 13:36:36,30.976763248443604,31.0s,3.332807779312134,3.085998058319092,2.654675006866455,0.3102678577105204,0.9138888888888889
35,11178564,35,0.09313507732890901,0.9583333333333334,1749098198.277593,2025/06/05 13:36:38,32.31991004943848,32.3s,3.495732545852661,3.2489590644836426,2.7122819423675537,,
36,11178564,36,0.06563793972489379,0.9821428571428571,1749098199.5827553,2025/06/05 13:36:39,33.62507247924805,33.6s,3.695174217224121,3.4378650188446045,2.7662551403045654,0.3130386706855562,0.9138888888888889
37,11178564,37,0.07036356606653758,0.9833333333333333,1749098200.9152615,2025/06/05 13:36:40,34.95757865905762,35.0s,3.847729206085205,3.590444803237915,2.8198750019073486,,
38,11178564,38,0.08307120345887684,0.9714285714285714,1749098202.2300894,2025/06/05 13:36:42,36.272406578063965,36.3s,4.078567028045654,3.806713342666626,2.8736281394958496,0.31331412659751046,0.9027777777777778
39,11178564,39,0.10266762276490529,0.9666666666666667,1749098203.5559504,2025/06/05 13:36:43,37.598267555236816,37.6s,4.235380172729492,3.963552713394165,2.928656816482544,,
40,11178564,40,0.09069532097450324,0.969047619047619,1749098204.8855634,2025/06/05 13:36:44,38.92788052558899,38.9s,4.454192638397217,4.172015190124512,2.9799904823303223,0.3343375994099511,0.9055555555555556
41,11178564,41,0.06225372708979107,0.9821428571428571,1749098206.1883845,2025/06/05 13:36:46,40.23070168495178,40.2s,4.60792088508606,4.325770139694214,3.035224199295044,,
42,11178564,42,0.07045683030571256,0.9833333333333333,1749098207.5472655,2025/06/05 13:36:47,41.589582681655884,41.6s,4.832406759262085,4.539228439331055,3.108706474304199,0.30997671286265055,0.9194444444444444
43,11178564,43,0.0600094355288006,0.9809523809523809,1749098208.8433635,2025/06/05 13:36:48,42.88568067550659,42.9s,4.982459783554077,4.689310789108276,3.163788080215454,,
44,11178564,44,0.07505110190028236,0.9738095238095238,1749098210.2086105,2025/06/05 13:36:50,44.250927686691284,44.3s,5.2104010581970215,4.903510332107544,3.2161149978637695,0.3414856923951043,0.9027777777777778
