step,lr,epoch,train_loss,train_acc,val_loss,val_acc,timestamp,timestamp_fmt,duration,duration_fmt,grad_mean
1,0.1,1,2.302066270828247,0.1198,2.299743762207031,0.1266,1745749851.121705,2025/04/27 19:30:51,60.0023832321167,1.0m,0.00011661001190077513
2,0.09755282581475769,2,2.2976474952697754,0.1404,2.2957564868927003,0.1359,1745749866.9750977,2025/04/27 19:31:06,75.85577583312988,1.3m,0.00012977395090274513
3,0.09045084971874738,3,2.2930189262390135,0.1528,2.2922711681365966,0.1453,1745749882.8058896,2025/04/27 19:31:22,91.68656778335571,1.5m,0.00012922419409733266
4,0.07938926261462367,4,2.289227499771118,0.1596,2.288771905899048,0.1535,1745749898.585447,2025/04/27 19:31:38,107.46612524986267,1.8m,0.00012468939530663192
5,0.06545084971874739,5,2.2863154563903807,0.161,2.2865709815979005,0.1539,1745749914.8341293,2025/04/27 19:31:54,123.71480751037598,2.1m,0.00011624143371591344
6,0.05000000000000001,6,2.2832536239624024,0.1674,2.2844321910858154,0.1576,1745749931.1587539,2025/04/27 19:32:11,140.0394320487976,2.3m,0.00012651454017031938
7,0.03454915028125264,7,2.2817255592346193,0.1708,2.283684320831299,0.1562,1745749947.4802384,2025/04/27 19:32:27,156.36091661453247,2.6m,0.00011853253090521321
8,0.020610737385376353,8,2.2805412422180176,0.1712,2.2824721031188964,0.1589,1745749964.0223203,2025/04/27 19:32:44,172.9029984474182,2.9m,0.00013788515934720635
9,0.009549150281252635,9,2.280411821746826,0.1672,2.2813271286010743,0.1589,1745749980.3581126,2025/04/27 19:33:00,189.23879075050354,3.2m,0.0001236950483871624
10,0.002447174185242324,10,2.2789732627868653,0.1742,2.2815338607788087,0.1591,1745749996.7932363,2025/04/27 19:33:16,205.67391443252563,3.4m,0.00012004739983240142
