model_arc,epochs,ensemble_type,params,grad,lr,epoch,train_loss,train_acc,timestamp,timestamp_fmt,duration,duration_fmt,grad_mean,val_loss,val_acc
models.resnet_git_ee_def resnet18,100,EE,2855808,2855808,1.2335990856710008e-6,100,0.31766076765060425,0.8982,1745791534.3061037,2025/04/28 07:05:34,283.45966124534607,4.7m,0.0002887203881982714,1.0417870426177978,0.6837
