model_arc,epochs,ensemble_type,params,grad,lr,epoch,train_loss,train_acc,timestamp,timestamp_fmt,duration,duration_fmt,grad_mean,val_loss,val_acc
models.resnet_git_ee_def resnet18,100,EE,2855808,2855808,1.2335990856710008e-6,100,0.33513937015533446,0.8946,1745798634.09071,2025/04/28 09:03:54,284.83481216430664,4.7m,0.00032732708496041596,1.0654020013809204,0.6775
