acceptedNameUsageID,Scientific name,Depth0_Top,Depth0_Bottom,Depth0_midPoint,Depth1_Top,Depth1_Bottom,Depth1_midPoint,Lat0_Top,Lat0_Bottom,Lat0_midPoint,Lon0_Top,Lon0_Bottom,Lon0_midPoint,common size0_Top,common size0_Bottom,common size0_midPoint,max size0_Top,max size0_Bottom,max size0_midPoint,Temperature0_Top,Temperature0_Bottom,Temperature0_midPoint,Lon1_Top,Lon1_Bottom,Lon1_midPoint,max size1_Top,max size1_Bottom,max size1_midPoint,Lat1_Top,Lat1_Bottom,Lat1_midPoint,Depth2_Top,Depth2_Bottom,Depth2_midPoint,Temperature1_Top,Temperature1_Bottom,Temperature1_midPoint,Depth3_Top,Depth3_Bottom,Depth3_midPoint,max size2_Top,max size2_Bottom,max size2_midPoint,common size1_Top,common size1_Bottom,common size1_midPoint,common size2_Top,common size2_Bottom,common size2_midPoint,max size3_Top,max size3_Bottom,max size3_midPoint,spawning temperature0_Top,spawning temperature0_Bottom,spawning temperature0_midPoint,spawning temperature1_Top,spawning temperature1_Bottom,spawning temperature1_midPoint,spawning temperature2_Top,spawning temperature2_Bottom,spawning temperature2_midPoint,common size3_Top,common size3_Bottom,common size3_midPoint,common size4_Top,common size4_Bottom,common size4_midPoint,common size5_Top,common size5_Bottom,common size5_midPoint,spawning temparature0_Top,spawning temparature0_Bottom,spawning temparature0_midPoint,temperature0_Top,temperature0_Bottom,temperature0_midPoint,max size4_Top,max size4_Bottom,max size4_midPoint,max size5_Top,max size5_Bottom,max size5_midPoint,Behavior0_Bottom,Behavior0_Top,Behavior0_Average,Behavior0_# records,Food0_Bottom,Food0_Top,Food0_Average,Food0_# records,Habitat0_Bottom,Habitat0_Top,Habitat0_Average,Habitat0_# records,Salinity0_Bottom,Salinity0_Top,Salinity0_Average,Salinity0_# records,TemperatureT0_Bottom,TemperatureT0_Top,TemperatureT0_Average,TemperatureT0_# records,Aggregation0_Bottom,Aggregation0_Top,Aggregation0_Average,Aggregation0_# records,Associate0_Bottom,Associate0_Top,Associate0_Average,Associate0_# records,Behavior1_Bottom,Behavior1_Top,Behavior1_Average,Behavior1_# records,Food1_Bottom,Food1_Top,Food1_Average,Food1_# records,Habitat1_Bottom,Habitat1_Top,Habitat1_Average,Habitat1_# records,Salinity1_Bottom,Salinity1_Top,Salinity1_Average,Salinity1_# records,TemperatureT1_Bottom,TemperatureT1_Top,TemperatureT1_Average,TemperatureT1_# records,ICCAT Fisheries,LL,PS,Others
126306,Nemichthys scolopaceus,100,1000,,0,3656,,-42,55,,-180.0,180.0,,,,,,,130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,3.0,2.75,2,2.0,2.2,2.066666667,3,3.0,3.0,3.0,1,2.0,2.0,2.0,1,2.0,3.0,2.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126332,Alepisaurus brevirostris,640,1591,,,,,-72,68,,-180.0,180.0,,,,70.0,,,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,2.5,2.5,1,2.2,3.0,2.466666667,3,3.0,3.0,3.0,2,2.0,2.0,2.0,1,2.0,3.0,2.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,
126333,Alepisaurus ferox,0,1830,,,,,-57,84,,-180.0,180.0,,,,150.0,,,215.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,3.2,2.9,3,1.4,3.0,1.96,5,1.3,3.0,2.15,2,2.0,2.0,2.0,1,1.3,3.0,2.3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,
126349,Scopelosaurus lepidus,500,800,,70,2500,,-18,71,,-81.0,15.0,,,,35.0,,,36.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,2.5,3,1.8,3.2,2.25,4,3.0,3.0,3.0,1,2.0,2.0,2.0,1,1.3,3.0,2.225,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126350,Scopelosaurus smithii,500,,,50,815,,-30,40,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,2.5,2,1.8,1.8,1.8,1,2.2,2.5,2.35,2,2.0,2.0,2.0,1,2.0,3.0,2.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126361,Paralepis coregonoides,50,1032,,50,600,,30,65,,-77.0,21.0,,,,,,,29.0,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,3.2,2.88,5,,,,,,,,,2.0,2.0,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126367,Scopelarchus analis,0,820,,200,1500,,,,,,,,,,,,,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,3.0,2.75,2,3.2,3.2,3.2,1,3.0,3.0,3.0,1,2.0,2.0,2.0,1,2.0,3.0,2.466666667,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126368,Scopelarchus michaelsarsi,250,500,,,,,-37,30,,-180.0,-150.0,,,,,,,10.1,,,,-85,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,3.0,2.75,2,3.2,3.2,3.2,1,3.0,3.0,3.0,1,2.0,2.0,2.0,1,2.6,3.0,2.8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126375,Belone belone,0,20,,,,,14,65,,-32.0,42.0,,,,45.0,,,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,3.0,1,3.0,3.0,3.0,1,3.0,3.0,3.0,1,1.0,2.0,1.5,2,2.0,2.0,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,
126378,Tylosurus acus,0,20,,,,,,43,,-98.0,36.0,,,,90.0,95,129.0,,,,,,,,,,153.0,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,3.2,3.2,1,2.0,3.2,2.6,2,1.5,3.0,2.125,4,2.0,2.0,2.0,1,2.4,3.0,2.666666667,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126385,Exocoetus volitans,0,20,,,,,-36,44,,-180.0,180.0,,,,20.0,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.2,3.1,2,1.8,2.0,1.9,2,2.0,2.0,2.0,2,2.0,2.0,2.0,1,2.6,3.0,2.8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126387,Hirundichthys speculiger,0,20,,,,,-36,42,,-180.0,180.0,,,,,,,25.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,3.0,1,,,,,3.0,3.0,3.0,1,2.0,2.0,2.0,1,3.0,3.0,3.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126392,Scomberesox saurus,0,30,,,,,-22,66,,-98.0,36.0,,,,32.0,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,3.0,1,1.8,3.2,2.15,4,3.0,3.0,3.0,1,2.0,2.0,2.0,1,2.0,2.6,2.3,2,4.0,4.0,4.0,1,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,
126393,Anoplogaster cornuta,500,2000,,2,4992,,-46,65,,-180.0,180.0,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,2.5,2.5,1,2.0,3.0,2.5,2,,,,,2.0,2.0,2.0,1,2.0,3.0,2.5,2,1.0,3.0,2.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126404,Hoplostethus mediterraneus,100,1408,,,,,-78,68,,-98.0,180.0,,,,20.0,,,42.0,,,,-180,-167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,1,,,,,,,,,2.0,2.0,2.0,1,2.6,2.6,2.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,
126407,Ditropichthys storeri,1000,2000,,650,3400,,-43,45,,,,,,,,,,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,2.5,2.5,1,,,,,,,,,2.0,2.0,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126412,Rondeletia loricata,200,1400,,100,3500,,-40,45,,-180.0,180.0,,,,9.0,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,3.0,2.75,2,1.8,2.0,1.9,2,3.0,3.0,3.0,1,2.0,2.0,2.0,1,2.0,3.0,2.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126421,Sardina pilchardus,10,35,,25,100,,14,68,,-32.0,43.0,,,,27.5,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,3.0,1,1.8,1.8,1.8,1,2.0,2.0,2.0,1,0.0,2.0,1.0,3,1.6,2.6,2.1,2,4.0,4.0,4.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126422,Sardinella aurita,0,350,,,,,-40,47,,-98.0,43.0,,,,25.0,,,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,3.0,1,1.2,1.8,1.6,3,1.3,2.0,1.766666667,3,1.0,2.0,1.5,2,2.6,2.6,2.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126423,Sardinella maderensis,0,80,,,,,-23,46,,-17.0,36.0,,20,25.0,,,,30.0,,,,,,,,,32.0,,,,,,,,,,,,,,,,,,25.0,,,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,3.0,1,1.2,1.8,1.6,3,1.0,2.0,1.5,2,1.0,2.0,1.5,2,2.6,2.6,2.6,1,4.0,4.0,4.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126425,Sprattus sprattus,10,150,,,,,30,60,,-11.0,42.0,,,,12.0,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,3.0,1,1.8,1.8,1.8,1,1.0,3.0,1.825,4,0.0,2.0,1.0,3,2.0,2.0,2.0,1,4.0,4.0,4.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126439,Micromesistius poutassou,300,400,,150,3000,,26,79,,-82.0,51.0,,,,22.0,,,55.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,2.5,2.5,1,2.0,3.0,2.5,3,2.0,2.5,2.25,2,2.0,2.0,2.0,1,2.0,2.0,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,
126444,Trisopterus esmarkii,100,200,,50,300,,48,79,,-27.0,30.0,,,,19.0,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,2.5,2,1.8,3.2,2.088888889,9,,,,,2.0,2.0,2.0,1,2.0,2.0,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,
126473,Nezumia aequalis,200,2320,,200,1000,,-12,70,,-98.0,30.0,,,,25.0,,,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,1,1.4,2.0,1.7,2,,,,,2.0,2.0,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126482,Trachyrincus scabrus,400,1500,,,,,-27,55,,-26.0,36.0,,,,,,,50.0,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,1.2,1.2,1,1.4,3.0,2.085714286,7,2.0,3.0,2.5,3,2.0,2.0,2.0,1,,,,,4.0,4.0,4.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126484,Merluccius merluccius,70,370,,30,1075,,18,76,,-30.0,42.0,,,,45.0,,,100.0,,,,,,,,,140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1,2.0,3.0,2.533333333,3,,,,,2.0,2.0,2.0,1,2.0,2.0,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,
126486,Antimora rostrata,1300,2500,,350,3000,,-68,70,,-180.0,180.0,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,2.5,2.066666667,3,1.4,1.4,1.4,1,2.5,2.5,2.5,1,2.0,2.0,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,
126497,Mora moro,450,2500,,50,2500,,-51,64,,-180.0,-174.0,,,,45.0,,,80.0,,,,-77,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.5,1.833333333,3,1.4,4.5,2.48,5,2.5,2.5,2.5,1,2.0,2.0,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,
126522,Lampris guttatus,100,400,Day,50,150,Night,-60,75,,-180.0,180.0,,,,120.0,,,200.0,8,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,3.2,2.9,3,1.5,3.0,2.371428571,7,3.0,3.0,3.0,1,2.0,2.0,2.0,1,2.0,3.0,2.5,2,1.0,1.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,
126524,Radiicephalus elongatus,,,,,,,-40,38,,-180.0,180.0,,60,75.0,,,,80.0,,,,-130,20,,,,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,3.0,1,2.2,3.2,2.8,3,3.0,3.0,3.0,1,2.0,2.0,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126525,Regalecus glesne,15,1000,,20,200,,15,72,,-180.0,180.0,,,,300.0,,,800.0,,,,,,,,,,-52,-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.2,3.066666667,3,1.8,3.2,2.428571429,7,3.0,3.0,3.0,2,2.0,2.0,2.0,1,1.6,3.0,2.3,4,1.0,2.0,1.5,2,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,
126526,Stylephorus chordatus,625,800,,300,600,,-37,45,,-130.0,20.0,,,,,,,32.0,,,,,,,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,3.0,2.8,5,1.4,1.8,1.6,2,3.0,3.0,3.0,1,2.0,2.0,2.0,1,2.6,3.0,2.8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126527,Trachipterus arcticus,100,900,,300,600,,25,72,,-62.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,3.2,2.9,3,2.0,3.2,2.6,3,3.0,3.0,3.0,1,2.0,2.0,2.0,1,,,,,1.0,3.0,2.0,2,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,
126528,Trachipterus trachypterus,200,1355,,100,600,,-48,45,,-180.0,-153.0,,,,,,,,,,,-76,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,3.2,2.9,3,1.8,3.2,2.65,4,2.5,3.0,2.75,2,2.0,2.0,2.0,1,2.6,3.0,2.8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,
126537,Ceratias holboelli,400,4400,,400,2000,,-45,67,,-180.0,180.0,,,,77.0,,,16.0,,,,,,,,,120.0,,,,,,,,,,,,,,,16.0,,,77.0,,,,,,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,2.5,2.5,1,,,,,,,,,2.0,2.0,2.0,1,1.3,3.0,1.9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126538,Cryptopsaras couesii,500,1250,,0,3085,,-52,81,,-180.0,180.0,,,,1.05,,,44.0,,,,,,,,,7.3,,,,,,,,,,,,,,,7.3,,,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,2.5,2.5,1,,,,,,,,,2.0,2.0,2.0,1,2.6,3.0,2.8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126566,Leptacanthichthys gracilispinis,0,2000,,,,,,,,,,,,,,6.9,10.3,,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,2.5,2.5,1,,,,,3.0,3.0,3.0,1,2.0,2.0,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126581,Benthosema suborbitale,0,125,Night,375,750,Day,-50,50,,-180.0,180.0,,,,,,,3.9,,,,,,,,,,,,,50,2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,3.2,2.9,3,1.8,1.8,1.8,1,3.0,3.0,3.0,1,2.0,2.0,2.0,1,2.0,3.0,2.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126582,Bolinichthys indicus,25,300,Night,500,900,Day,-45,-20,Indian Ocean,,,,,,,,,4.6,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,3.0,2.75,2,,,,,3.0,3.0,3.0,1,2.0,2.0,2.0,1,2.6,2.6,2.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126583,Bolinichthys supralateralis,40,650,Night,375,750,Day,-40,45,,-169.0,-153.0,,,,,,,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,3.0,2.75,2,,,,,3.0,3.0,3.0,1,2.0,2.0,2.0,1,3.0,3.0,3.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126584,Centrobranchus nigroocellatus,0,200,Night,375,650,Day,-45,40,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,3.2,2.9,3,,,,,3.0,3.0,3.0,1,2.0,2.0,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126585,Ceratoscopelus maderensis,51,250,Night,650,700,Day,20,50,,,,,,,,,,8.1,,,,,,,,,,,,,51,1480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,3.2,2.85,2,1.8,1.8,1.8,1,3.0,3.0,3.0,1,2.0,2.0,2.0,1,2.0,2.0,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126589,Diaphus brachycephalus,0,225,Night,175,550,Day,-33,42,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,3.0,2.75,2,,,,,3.0,3.0,3.0,1,2.0,2.0,2.0,1,2.6,3.0,2.8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126590,Diaphus dumerilii,0,50,Night,225,750,Day,-45,51,,,,,,,,,,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.2,3.1,2,,,,,3.0,3.0,3.0,1,2.0,2.0,2.0,1,2.6,3.0,2.8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126594,Diaphus metopoclampus,375,850,Day,90,1085,,-55,49,,-180.0,-153.0,,,,,,,7.5,,,,-67,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,2.5,3,,,,,3.0,3.0,3.0,1,2.0,2.0,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126599,Diogenichthys atlanticus,18,1050,Night,400,930,Day,-48,50,,-180.0,-109.0,,,,,,,2.9,,,,-82,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,3.2,2.9,3,,,,,3.0,3.0,3.0,1,2.0,2.0,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126603,Hygophum hygomii,0,300,Night,600,800,Day,-40,46,,,,,,,,,,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,3.0,2.75,2,,,,,3.0,3.0,3.0,1,2.0,2.0,2.0,1,2.6,2.6,2.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126607,Lampadena chavesi,0,175,Night,600,800,Day,-33,-26,Atlantic ,,,,,,,,,8.0,,,,,,,,,,26,41,Atlantic ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,3.2,2.9,3,,,,,3.0,3.0,3.0,1,2.0,2.0,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126612,Lampanyctus crocodilus,0,1200,,700,800,Day,16,72,,-82.0,36.0,,,,8.0,,,14.8,,,,,,,,,30.0,,,,45,150,Night,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.2,2.675,4,1.8,1.8,1.8,1,3.0,3.0,3.0,1,2.0,2.0,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126614,Lampanyctus festivus,40,1052,,,,,-56,50,,-180.0,180.0,,,,,,,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,3.0,2.75,2,,,,,3.0,3.0,3.0,1,2.0,2.0,2.0,1,2.6,2.6,2.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126616,Nannobrachium lineatum,60,225,Night,650,1000,Day,-27,42,,-180.0,-153.0,,,,,,,23.7,,,,-82,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126625,Loweina rara,0,175,Night,550,1050,Day,-30,46,,,,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,3.2,2.9,3,,,,,3.0,3.0,3.0,1,2.0,2.0,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126626,Myctophum nitidulum,0,5,Night,475,850,Day,-34,42,,-180.0,-117.0,,,,,,,8.3,,,,112,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,3.2,2.9,3,,,,,3.0,3.0,3.0,1,2.0,2.0,2.0,1,2.6,3.0,2.8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126627,Myctophum punctatum,225,750,Day,0,125,Night,15,69,,-67.0,36.0,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,3.2,2.9,3,1.8,2.2,1.933333333,3,3.0,3.0,3.0,1,2.0,2.0,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126629,Notolychnus valdiviae,25,350,Night,375,700,Day,-40,56,,-180.0,180.0,,,,,,,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,3.2,2.9,3,1.8,2.2,2.0,3,3.0,3.0,3.0,1,2.0,2.0,2.0,1,2.0,2.6,2.3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126632,Taaningichthys minimus,50,500,,600,800,,-30,-18,,-180.0,21.0,,,,,,,6.5,,,,131,180,,,,,14,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,3.2,2.9,3,,,,,3.0,3.0,3.0,1,2.0,2.0,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126715,Argentina silus,182.8,255.9,,140,1440,,42,80,,-71.0,31.0,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,2.5,2.5,1,1.8,3.0,2.266666667,3,,,,,2.0,2.0,2.0,1,1.0,1.0,1.0,1,4.0,4.0,4.0,1,,,,,,,,,,,,,,,,,,,,,,,,,N,,,
126733,Opisthoproctus soleatus,500,700,,300,4000,,,51,,,,,,,,,,11.0,,,,,,,,,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,3.0,2.75,2,,,,,3.0,3.0,3.0,1,2.0,2.0,2.0,1,2.0,3.0,2.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126734,Rhynchohyalus natalensis,250,625,,,,,-49,35,,-180.0,-154.0,,,,,,,16.0,,,,-89,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,3.0,1,,,,,3.0,3.0,3.0,1,2.0,2.0,2.0,1,2.0,3.0,2.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126735,Mallotus villosus,0,725,,,,,37,84,,-180.0,180.0,,,,15.0,,,25.2,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,3.0,1,1.4,3.0,2.1,4,1.3,3.0,2.15,2,0.0,2.0,1.0,3,1.0,1.0,1.0,2,4.0,4.0,4.0,1,,,,,,,,,,,,,,,,,,,,,,,,,N,,,
