step,epoch,train_loss,train_acc,train_path_loss,train_path_acc,timestamp,timestamp_fmt,duration,duration_fmt,dur_total_core,dur_train_core,dur_dl_train,val_loss,val_acc,val_path_loss,val_path_acc
1,1,4.494574925994873,0.034,mean: 4.494574925994873,mean: 0.034,1749705182.2723103,2025/06/12 14:13:02,3.614231586456299,3.6s,0.3126676082611084,0.3127624988555908,0.06118917465209961,,,,
2,2,4.195382695770264,0.057,mean: 4.195382695770264,mean: 0.057,1749705185.7328658,2025/06/12 14:13:05,7.074787139892578,7.1s,0.6183099746704102,0.6184971332550049,0.1280686855316162,,,,
3,3,4.047650455474853,0.0692,mean: 4.047650455474853,mean: 0.0692,1749705189.17036,2025/06/12 14:13:09,10.51228141784668,10.5s,0.9276015758514404,0.9278836250305176,0.18787479400634766,,,,
4,4,3.882244384765625,0.089,mean: 3.882244384765625,mean: 0.089,1749705194.9717975,2025/06/12 14:13:14,16.313718795776367,16.3s,1.3937997817993164,1.2355155944824219,0.24869275093078613,4.36073185043335,0.0572,mean: 4.36073185043335,mean: 0.0572
5,5,3.811941704559326,0.1002,mean: 3.811941704559326,mean: 0.1002,1749705198.4943378,2025/06/12 14:13:18,19.836259126663208,19.8s,1.700897216796875,1.5427069664001465,0.3080613613128662,,,,
6,6,3.734122371673584,0.1142,mean: 3.734122371673584,mean: 0.1142,1749705201.9439945,2025/06/12 14:13:21,23.285915851593018,23.3s,2.0074987411499023,1.84940505027771,0.3673694133758545,,,,
7,7,3.632034787750244,0.1234,mean: 3.632034787750244,mean: 0.1234,1749705205.4190938,2025/06/12 14:13:25,26.76101517677307,26.8s,2.3174805641174316,2.1594831943511963,0.42995595932006836,,,,
8,8,3.575451713562012,0.141,mean: 3.575451713562012,mean: 0.141,1749705211.2826676,2025/06/12 14:13:31,32.62458896636963,32.6s,2.8081533908843994,2.4752719402313232,0.49074363708496094,4.609506212615967,0.0754,mean: 4.609506212615967,mean: 0.0754
9,9,3.593643087768555,0.1328,mean: 3.593643087768555,mean: 0.1328,1749705214.7870755,2025/06/12 14:13:34,36.12899684906006,36.1s,3.119157314300537,2.786374568939209,0.5509443283081055,,,,
10,10,3.4804560722351074,0.152,mean: 3.4804560722351074,mean: 0.152,1749705218.2452762,2025/06/12 14:13:38,39.58719754219055,39.6s,3.438108444213867,3.1054186820983887,0.6114706993103027,,,,
11,11,3.405393664550781,0.1648,mean: 3.405393664550781,mean: 0.1648,1749705221.6896393,2025/06/12 14:13:41,43.03156065940857,43.0s,3.7453083992004395,3.412712335586548,0.6743032932281494,,,,
12,12,3.3408292167663576,0.1796,mean: 3.3408292167663576,mean: 0.1796,1749705227.4606507,2025/06/12 14:13:47,48.80257201194763,48.8s,4.225362539291382,3.729196548461914,0.7393734455108643,3.9456150985717775,0.1239,mean: 3.9456150985717775,mean: 0.1239
13,13,3.212603719329834,0.1974,mean: 3.212603719329834,mean: 0.1974,1749705230.9703765,2025/06/12 14:13:50,52.31229782104492,52.3s,4.545646905899048,4.049575328826904,0.7988483905792236,,,,
